member_srl,ref_dt,rct_dt,dsl,dpo,label
3979456,20180622,20180605,17,7.34883720930233,1
3996429,20170722,20170714,8,0.0,1
3996429,20170807,20170724,14,5.0,0
3996429,20170822,20170724,29,5.0,0
3996429,20170907,20170724,45,5.0,0
3996429,20170922,20170724,60,5.0,0
3996429,20171007,20170724,75,5.0,0
3996429,20171022,20170724,90,5.0,1
3996429,20171107,20171023,15,33.6666666666667,0
3996429,20171122,20171023,30,33.6666666666667,0
3996429,20171207,20171023,45,33.6666666666667,1
3996429,20171222,20171213,9,38.0,0
3996429,20180107,20171213,25,38.0,0
3996429,20180122,20171213,40,38.0,0
3996429,20180207,20171213,56,38.0,0
3996429,20180222,20171213,71,38.0,0
3996429,20180307,20171213,84,38.0,0
3996429,20180322,20171213,99,38.0,1
3996429,20180407,20180329,9,51.6,0
3996429,20180422,20180329,24,51.6,0
3996429,20180507,20180329,39,51.6,0
3996429,20180522,20180329,54,51.6,0
3996429,20180607,20180329,70,51.6,0
3996429,20180622,20180329,85,51.6,0
4010215,20180107,20171230,8,0.0,0
4010215,20180122,20171230,23,0.0,0
4010215,20180207,20171230,39,0.0,1
4017533,20171007,20171004,3,0.0,0
4017533,20171022,20171004,18,0.0,0
4017533,20171107,20171004,34,0.0,0
4017533,20171122,20171004,49,0.0,0
4017533,20171207,20171004,64,0.0,0
4017533,20171222,20171004,79,0.0,1
4017533,20180107,20180105,2,31.0,1
4017533,20180122,20180119,3,15.2857142857143,1
4017533,20180207,20180127,11,14.375,0
4017533,20180222,20180127,26,14.375,0
4017533,20180307,20180127,39,14.375,0
4017533,20180322,20180127,54,14.375,0
4017533,20180407,20180127,70,14.375,0
4017533,20180422,20180127,85,14.375,0
4017533,20180507,20180127,100,14.375,0
4017533,20180522,20180127,115,14.375,1
4033448,20170922,20170912,10,0.0,0
4033448,20171007,20170912,25,0.0,0
4033448,20171022,20170912,40,0.0,0
4033448,20171107,20170912,56,0.0,0
4033448,20171122,20170912,71,0.0,0
4033448,20171207,20170912,86,0.0,0
4033448,20171222,20170912,101,0.0,0
4033448,20180107,20170912,117,0.0,0
4033448,20180122,20170912,132,0.0,1
4033448,20180207,20180202,5,71.5,0
4033448,20180222,20180202,20,71.5,0
4033448,20180307,20180202,33,71.5,1
4033448,20180322,20180319,3,62.6666666666667,1
4033448,20180407,20180402,5,50.5,1
4033448,20180422,20180422,0,36.3333333333333,1
4033448,20180507,20180504,3,29.25,0
4033448,20180522,20180504,18,29.25,0
4033448,20180607,20180504,34,29.25,0
4033448,20180622,20180504,49,29.25,1
4037954,20170707,20170703,4,0.0,1
4037954,20170722,20170722,0,5.33333333333333,1
4037954,20170807,20170728,10,5.0,1
4037954,20170822,20170818,4,7.66666666666667,1
4037954,20170907,20170901,6,8.57142857142857,0
4037954,20170922,20170901,21,8.57142857142857,0
4037954,20171007,20170901,36,8.57142857142857,0
4037954,20171022,20170901,51,8.57142857142857,0
4037954,20171107,20170901,67,8.57142857142857,0
4037954,20171122,20170901,82,8.57142857142857,0
4037954,20171207,20170901,97,8.57142857142857,0
4037954,20171222,20171222,0,8.57142857142857,0
4037954,20180107,20171222,16,21.5,1
4037954,20180122,20180122,0,22.3333333333333,1
4037954,20180207,20180203,4,17.9166666666667,1
4037954,20180222,20180220,2,16.5714285714286,1
4037954,20180307,20180224,11,15.7333333333333,1
4037954,20180322,20180319,3,16.1875,1
4037954,20180407,20180406,1,15.3888888888889,1
4037954,20180422,20180416,6,15.1052631578947,0
4037954,20180507,20180507,0,15.1052631578947,1
4037954,20180522,20180521,1,15.3333333333333,1
4037954,20180607,20180603,4,13.9583333333333,1
4037954,20180622,20180618,4,14.0,1
4038385,20170922,20170913,9,0.0,0
4038385,20171007,20170913,24,0.0,1
4038385,20171022,20171022,0,18.5,0
4038385,20171107,20171022,16,13.0,0
4038385,20171122,20171022,31,13.0,1
4038385,20171207,20171127,10,18.75,0
4038385,20171222,20171127,25,18.75,0
4038385,20180107,20171127,41,18.75,0
4038385,20180122,20171127,56,18.75,0
4038385,20180207,20171127,72,18.75,0
4038385,20180222,20171127,87,18.75,0
4038385,20180307,20171127,100,18.75,0
4038385,20180322,20171127,115,18.75,0
4038385,20180407,20171127,131,18.75,0
4038385,20180422,20171127,146,18.75,0
4038385,20180507,20171127,161,18.75,0
4038385,20180522,20171127,176,18.75,1
4038385,20180607,20180531,7,52.0,1
4052549,20170707,20170706,1,0.0,0
4052549,20170722,20170706,16,0.0,1
4052549,20170807,20170730,8,12.0,0
4052549,20170822,20170730,23,12.0,1
4052549,20170907,20170905,2,20.3333333333333,0
4052549,20170922,20170905,17,20.3333333333333,0
4052549,20171007,20171007,0,20.3333333333333,1
4052549,20171022,20171017,5,20.6,0
4052549,20171107,20171017,21,20.6,1
4052549,20171122,20171114,8,21.8333333333333,0
4052549,20171207,20171114,23,21.8333333333333,1
4052549,20171222,20171209,13,22.2857142857143,0
4052549,20180107,20171209,29,22.2857142857143,0
4052549,20180122,20171209,44,22.2857142857143,0
4052549,20180207,20171209,60,22.2857142857143,0
4052549,20180222,20171209,75,22.2857142857143,1
4052549,20180307,20180302,5,29.875,0
4052549,20180322,20180302,20,29.875,0
4052549,20180407,20180302,36,29.875,0
4052549,20180422,20180302,51,29.875,0
4052549,20180507,20180302,66,29.875,1
4052549,20180522,20180521,1,35.4444444444444,0
4052549,20180607,20180521,17,35.4444444444444,0
4052549,20180622,20180521,32,35.4444444444444,0
4061437,20180422,20180412,10,0.0,1
4061437,20180507,20180503,4,5.25,1
4061437,20180522,20180516,6,6.8,1
4061437,20180607,20180607,0,5.0,1
4061437,20180622,20180621,1,5.83333333333333,0
4061810,20170907,20170828,10,0.0,0
4061810,20170922,20170828,25,0.0,0
4061810,20171007,20170828,40,0.0,1
4061810,20171022,20171010,12,21.5,0
4061810,20171107,20171010,28,21.5,0
4061810,20171122,20171010,43,21.5,1
4061810,20171207,20171129,8,23.25,0
4061810,20171222,20171129,23,23.25,0
4061810,20180107,20171129,39,23.25,0
4061810,20180122,20171129,54,23.25,0
4061810,20180207,20171129,70,23.25,1
4061810,20180222,20180209,13,33.0,0
4061810,20180307,20180209,26,33.0,1
4061810,20180322,20180316,6,33.3333333333333,0
4061810,20180407,20180316,22,33.3333333333333,0
4061810,20180422,20180316,37,33.3333333333333,0
4061810,20180507,20180316,52,33.3333333333333,1
4061810,20180522,20180512,10,36.7142857142857,0
4061810,20180607,20180512,26,36.7142857142857,1
4065316,20171122,20171117,5,0.0,0
4065316,20171207,20171117,20,0.0,1
4065316,20171222,20171220,2,11.0,0
4065316,20180107,20171220,18,11.0,0
4065316,20180122,20171220,33,11.0,0
4065316,20180207,20171220,49,11.0,0
4065316,20180222,20171220,64,11.0,0
4065316,20180307,20171220,77,11.0,0
4065316,20180322,20171220,92,11.0,1
4065316,20180407,20180406,1,28.0,0
4065316,20180422,20180406,16,28.0,0
4065316,20180507,20180406,31,28.0,1
4069867,20170907,20170831,7,0.0,0
4069867,20170922,20170831,22,0.0,0
4069867,20171007,20170831,37,0.0,0
4069867,20171022,20170831,52,0.0,0
4069867,20171107,20170831,68,0.0,0
4069867,20171122,20170831,83,0.0,0
4069867,20171207,20170831,98,0.0,0
4069867,20171222,20170831,113,0.0,0
4069867,20180107,20170831,129,0.0,0
4069867,20180122,20170831,144,0.0,0
4069867,20180207,20170831,160,0.0,0
4069867,20180222,20170831,175,0.0,1
4069867,20180307,20180225,10,89.0,0
4069867,20180322,20180225,25,89.0,0
4069867,20180407,20180225,41,89.0,0
4069867,20180422,20180225,56,89.0,0
4069867,20180507,20180225,71,89.0,1
4069867,20180522,20180515,7,85.6666666666667,1
4069867,20180607,20180529,9,67.75,0
4069867,20180622,20180529,24,67.75,0
4081945,20170807,20170801,6,0.0,0
4081945,20170822,20170801,21,0.0,0
4081945,20170907,20170801,37,0.0,1
4081945,20170922,20170920,2,25.0,0
4081945,20171007,20170920,17,25.0,0
4081945,20171022,20170920,32,25.0,0
4081945,20171107,20170920,48,25.0,0
4081945,20171122,20170920,63,25.0,0
4081945,20171207,20170920,78,25.0,0
4081945,20171222,20170920,93,25.0,1
4081945,20180107,20171225,13,48.6666666666667,0
4081945,20180122,20171225,28,48.6666666666667,0
4081945,20180207,20171225,44,48.6666666666667,0
4081945,20180222,20171225,59,48.6666666666667,0
4081945,20180307,20171225,72,48.6666666666667,0
4081945,20180322,20171225,87,48.6666666666667,0
4081945,20180407,20171225,103,48.6666666666667,0
4081945,20180422,20171225,118,48.6666666666667,0
4081945,20180507,20171225,133,48.6666666666667,1
4082577,20180407,20180403,4,0.0,0
4082577,20180422,20180403,19,0.0,0
4082577,20180507,20180403,34,0.0,1
4083471,20170707,20170705,2,0.0,0
4083471,20170722,20170705,17,0.0,1
4083471,20170807,20170731,7,13.0,1
4083471,20170822,20170814,8,13.3333333333333,0
4083471,20170907,20170814,24,13.3333333333333,0
4083471,20170922,20170814,39,13.3333333333333,0
4083471,20171007,20170814,54,13.3333333333333,1
4083471,20171022,20171011,11,24.5,1
4083471,20171107,20171028,10,23.0,1
4083471,20171122,20171120,2,23.0,0
4083471,20171207,20171120,17,23.0,0
4083471,20171222,20171120,32,23.0,1
4083471,20180107,20180105,2,26.2857142857143,0
4083471,20180122,20180105,17,26.2857142857143,0
4083471,20180207,20180105,33,26.2857142857143,0
4083471,20180222,20180105,48,26.2857142857143,0
4083471,20180307,20180105,61,26.2857142857143,1
4083471,20180322,20180318,4,32.0,1
4083471,20180407,20180327,11,26.5,0
4083471,20180422,20180327,26,26.5,0
4083471,20180507,20180327,41,26.5,0
4083471,20180522,20180327,56,26.5,0
4083471,20180607,20180327,72,26.5,1
4083471,20180622,20180618,4,29.0,1
4092820,20171007,20170927,10,0.0,0
4092820,20171022,20170927,25,0.0,0
4092820,20171107,20170927,41,0.0,0
4092820,20171122,20170927,56,0.0,1
4092820,20171207,20171201,6,32.5,1
4092820,20171222,20171213,9,25.6666666666667,1
4092820,20180107,20180105,2,16.6666666666667,0
4092820,20180122,20180105,17,16.6666666666667,0
4092820,20180207,20180105,33,16.6666666666667,0
4092820,20180222,20180105,48,16.6666666666667,1
4092820,20180307,20180228,7,22.0,0
4092820,20180322,20180228,22,22.0,1
4092820,20180407,20180402,5,20.7777777777778,0
4092820,20180422,20180402,20,20.7777777777778,1
4092820,20180507,20180507,0,21.2,0
4092820,20180522,20180507,15,20.1818181818182,1
4092820,20180607,20180601,6,19.0,0
4092820,20180622,20180601,21,19.0,0
4093830,20170722,20170716,6,0.0,1
4093830,20170807,20170730,8,7.0,0
4093830,20170822,20170730,23,7.0,0
4093830,20170907,20170730,39,7.0,1
4093830,20170922,20170910,12,18.6666666666667,0
4093830,20171007,20170910,27,18.6666666666667,0
4093830,20171022,20170910,42,18.6666666666667,0
4093830,20171107,20170910,58,18.6666666666667,0
4093830,20171122,20170910,73,18.6666666666667,0
4093830,20171207,20170910,88,18.6666666666667,0
4093830,20171222,20170910,103,18.6666666666667,0
4093830,20180107,20170910,119,18.6666666666667,0
4093830,20180122,20170910,134,18.6666666666667,1
4093830,20180207,20180205,2,51.0,0
4093830,20180222,20180205,17,51.0,0
4093830,20180307,20180205,30,51.0,0
4093830,20180322,20180205,45,51.0,0
4093830,20180407,20180205,61,51.0,0
4093830,20180422,20180205,76,51.0,0
4093830,20180507,20180205,91,51.0,0
4093830,20180522,20180205,106,51.0,1
4093830,20180607,20180529,9,52.8333333333333,0
4093830,20180622,20180529,24,52.8333333333333,1
4095307,20170707,20170701,6,0.0,1
4095307,20170722,20170719,3,4.5,0
4095307,20170807,20170719,19,4.5,0
4095307,20170822,20170719,34,4.5,0
4095307,20170907,20170719,50,4.5,1
4095307,20170922,20170919,3,16.0,1
4095307,20171007,20171001,6,15.3333333333333,1
4095307,20171022,20171017,5,15.4285714285714,1
4095307,20171107,20171102,5,12.4,1
4095307,20171122,20171113,9,12.2727272727273,1
4095307,20171207,20171127,10,12.4166666666667,0
4095307,20171222,20171127,25,12.4166666666667,1
4095307,20180107,20180103,4,12.4,1
4095307,20180122,20180117,5,11.7647058823529,1
4095307,20180207,20180206,1,11.5789473684211,1
4095307,20180222,20180212,10,10.7619047619048,1
4095307,20180307,20180306,1,10.3333333333333,1
4095307,20180322,20180317,5,9.59259259259259,0
4095307,20180407,20180317,21,9.59259259259259,0
4095307,20180422,20180317,36,9.59259259259259,0
4095307,20180507,20180317,51,9.59259259259259,1
4095307,20180522,20180514,8,10.9310344827586,1
4095307,20180607,20180605,2,10.59375,1
4095307,20180622,20180614,8,10.5454545454545,1
4100862,20170722,20170717,5,0.0,1
4100862,20170807,20170728,10,5.5,1
4100862,20170822,20170817,5,10.3333333333333,0
4100862,20170907,20170817,21,10.3333333333333,1
4100862,20170922,20170919,3,16.0,0
4100862,20171007,20170919,18,16.0,1
4100862,20171022,20171019,3,18.8,0
4100862,20171107,20171019,19,18.8,1
4100862,20171122,20171119,3,20.8333333333333,0
4100862,20171207,20171119,18,20.8333333333333,1
4100862,20171222,20171219,3,22.1428571428571,0
4100862,20180107,20171219,19,22.1428571428571,1
4100862,20180122,20180119,3,23.25,0
4100862,20180207,20180119,19,23.25,0
4100862,20180222,20180119,34,23.25,0
4100862,20180307,20180119,47,23.25,1
4100862,20180322,20180321,1,24.7,0
4100862,20180407,20180321,17,24.7,0
4100862,20180422,20180321,32,24.7,0
4100862,20180507,20180321,47,24.7,0
4100862,20180522,20180321,62,24.7,0
4123864,20170807,20170804,3,0.0,1
4123864,20170822,20170816,6,4.0,0
4123864,20170907,20170816,22,4.0,1
4123864,20170922,20170920,2,9.4,1
4123864,20171007,20170929,8,9.33333333333333,1
4123864,20171022,20171009,13,9.42857142857143,1
4123864,20171107,20171104,3,10.2222222222222,1
4123864,20171122,20171114,8,10.2,1
4123864,20171207,20171203,4,9.30769230769231,1
4123864,20171222,20171218,4,9.06666666666667,0
4123864,20180107,20171218,20,9.06666666666667,1
4123864,20180122,20180116,6,10.3125,0
4123864,20180207,20180116,22,10.3125,0
4123864,20180222,20180222,0,10.3125,0
4123864,20180307,20180222,13,11.8823529411765,1
4123864,20180322,20180315,7,12.3888888888889,0
4123864,20180407,20180315,23,12.3888888888889,0
4123864,20180422,20180422,0,12.3888888888889,1
4123864,20180507,20180502,5,13.55,0
4123864,20180522,20180502,20,13.55,1
4123864,20180607,20180606,1,13.9090909090909,1
4123864,20180622,20180610,12,13.4782608695652,1
4131033,20170922,20170913,9,0.0,0
4131033,20171007,20170913,24,0.0,0
4131033,20171022,20170913,39,0.0,0
4131033,20171107,20170913,55,0.0,0
4131033,20171122,20170913,70,0.0,0
4131033,20171207,20170913,85,0.0,0
4131033,20171222,20170913,100,0.0,0
4131033,20180107,20170913,116,0.0,0
4131033,20180122,20170913,131,0.0,0
4131033,20180207,20170913,147,0.0,0
4131033,20180222,20170913,162,0.0,0
4131033,20180307,20170913,175,0.0,0
4131033,20180322,20170913,190,0.0,0
4131033,20180407,20170913,206,0.0,0
4131033,20180422,20170913,221,0.0,0
4131033,20180507,20170913,236,0.0,0
4131033,20180522,20170913,251,0.0,0
4131033,20180607,20170913,267,0.0,0
4131033,20180622,20170913,282,0.0,0
4144621,20171122,20171115,7,0.0,0
4144621,20171207,20171115,22,0.0,0
4144621,20171222,20171115,37,0.0,1
4144621,20180107,20180105,2,25.5,0
4144621,20180122,20180105,17,25.5,0
4144621,20180207,20180105,33,25.5,0
4144621,20180222,20180105,48,25.5,1
4144621,20180307,20180302,5,35.6666666666667,0
4144621,20180322,20180302,20,35.6666666666667,0
4144621,20180407,20180302,36,35.6666666666667,0
4144621,20180422,20180302,51,35.6666666666667,0
4144621,20180507,20180302,66,35.6666666666667,0
4144621,20180522,20180302,81,35.6666666666667,0
4144621,20180607,20180302,97,35.6666666666667,0
4144621,20180622,20180302,112,35.6666666666667,1
4145510,20170907,20170906,1,0.0,0
4145510,20170922,20170906,16,0.0,1
4145510,20171007,20170926,11,10.0,1
4145510,20171022,20171008,14,10.6666666666667,0
4145510,20171107,20171008,30,10.6666666666667,0
4145510,20171122,20171008,45,10.6666666666667,1
4145510,20171207,20171203,4,22.0,1
4145510,20171222,20171215,7,20.0,1
4145510,20180107,20180102,5,19.6666666666667,0
4145510,20180122,20180102,20,19.6666666666667,0
4145510,20180207,20180102,36,19.6666666666667,0
4145510,20180222,20180102,51,19.6666666666667,1
4145510,20180307,20180306,1,25.8571428571429,0
4145510,20180322,20180306,16,25.8571428571429,0
4145510,20180407,20180407,0,25.8571428571429,0
4145510,20180422,20180407,15,26.625,0
4145510,20180507,20180407,30,26.625,1
4145510,20180522,20180515,7,27.8888888888889,0
4145510,20180607,20180515,23,27.8888888888889,1
4145510,20180622,20180614,8,28.1,0
4150592,20171107,20171024,14,0.0,0
4150592,20171122,20171024,29,0.0,0
4150592,20171207,20171024,44,0.0,1
4150592,20171222,20171215,7,17.3333333333333,0
4150592,20180107,20171215,23,17.3333333333333,1
4150592,20180122,20180117,5,14.1666666666667,1
4150592,20180207,20180206,1,13.125,0
4150592,20180222,20180206,16,13.125,1
4150592,20180307,20180306,1,13.3,1
4150592,20180322,20180320,2,13.3636363636364,1
4150592,20180407,20180401,6,13.25,1
4150592,20180422,20180418,4,12.5714285714286,1
4150592,20180507,20180501,6,12.6,1
4150592,20180522,20180510,12,11.6470588235294,1
4150592,20180607,20180524,14,11.7777777777778,1
4150592,20180622,20180622,0,12.4210526315789,1
4153411,20170807,20170727,11,0.0,0
4153411,20170822,20170727,26,0.0,0
4153411,20170907,20170727,42,0.0,1
4153411,20170922,20170913,9,24.0,0
4153411,20171007,20170913,24,24.0,0
4153411,20171022,20170913,39,24.0,0
4153411,20171107,20170913,55,24.0,0
4153411,20171122,20170913,70,24.0,0
4153411,20171207,20170913,85,24.0,0
4153411,20171222,20170913,100,24.0,0
4153411,20180107,20170913,116,24.0,0
4153411,20180122,20170913,131,24.0,0
4153411,20180207,20170913,147,24.0,0
4153411,20180222,20170913,162,24.0,0
4153411,20180307,20170913,175,24.0,0
4153411,20180322,20170913,190,24.0,0
4153411,20180407,20170913,206,24.0,0
4153411,20180422,20170913,221,24.0,0
4153411,20180507,20170913,236,24.0,0
4153411,20180522,20170913,251,24.0,1
4153411,20180607,20180527,11,101.333333333333,0
4153411,20180622,20180527,26,101.333333333333,0
4161116,20170722,20170710,12,1.5,1
4161116,20170807,20170725,13,6.0,0
4161116,20170822,20170725,28,6.0,0
4161116,20170907,20170725,44,6.0,1
4161116,20170922,20170909,13,16.0,1
4161116,20171007,20171004,3,17.8,1
4161116,20171022,20171015,7,16.6666666666667,0
4161116,20171107,20171015,23,16.6666666666667,0
4161116,20171122,20171015,38,16.6666666666667,0
4161116,20171207,20171015,53,16.6666666666667,1
4161116,20171222,20171212,10,22.5714285714286,0
4161116,20180107,20171212,26,22.5714285714286,0
4161116,20180122,20171212,41,22.5714285714286,1
4161116,20180207,20180203,4,26.375,1
4161116,20180222,20180218,4,25.1111111111111,0
4161116,20180307,20180218,17,25.1111111111111,1
4161116,20180322,20180312,10,24.8,1
4161116,20180407,20180331,7,24.2727272727273,0
4161116,20180422,20180331,22,24.2727272727273,0
4161116,20180507,20180331,37,24.2727272727273,1
4161116,20180522,20180518,4,26.25,0
4161116,20180607,20180518,20,26.25,0
4161116,20180622,20180518,35,26.25,0
4169319,20170807,20170731,7,0.0,0
4169319,20170822,20170731,22,0.0,1
4169319,20170907,20170831,7,10.3333333333333,0
4169319,20170922,20170831,22,10.3333333333333,1
4169319,20171007,20170923,14,13.5,1
4169319,20171022,20171008,14,13.8,1
4169319,20171107,20171101,6,15.5,0
4169319,20171122,20171101,21,15.5,0
4169319,20171207,20171101,36,15.5,1
4169319,20171222,20171219,3,20.1428571428571,0
4169319,20180107,20171219,19,20.1428571428571,0
4169319,20180122,20171219,34,20.1428571428571,0
4169319,20180207,20171219,50,20.1428571428571,0
4169319,20180222,20171219,65,20.1428571428571,0
4169319,20180307,20171219,78,20.1428571428571,0
4169319,20180322,20171219,93,20.1428571428571,0
4169319,20180407,20171219,109,20.1428571428571,0
4169319,20180422,20171219,124,20.1428571428571,0
4169319,20180507,20171219,139,20.1428571428571,0
4169319,20180522,20171219,154,20.1428571428571,0
4169319,20180607,20171219,170,20.1428571428571,0
4169319,20180622,20171219,185,20.1428571428571,1
4180081,20180207,20180126,12,0.0,0
4180081,20180222,20180126,27,0.0,1
4180081,20180307,20180302,5,17.5,0
4180081,20180322,20180302,20,17.5,0
4180081,20180407,20180302,36,17.5,0
4180081,20180422,20180302,51,17.5,1
4180081,20180507,20180507,0,29.3333333333333,1
4180081,20180522,20180510,12,20.8,0
4180081,20180607,20180510,28,20.8,1
4180081,20180622,20180619,3,20.5714285714286,1
4181209,20170722,20170720,2,3.5,1
4181209,20170807,20170731,7,4.5,1
4181209,20170822,20170818,4,5.14285714285714,0
4181209,20170907,20170818,20,5.14285714285714,1
4181209,20170922,20170917,5,7.33333333333333,1
4181209,20171007,20171007,0,7.4,1
4181209,20171022,20171016,6,7.91666666666667,1
4181209,20171107,20171101,6,7.92857142857143,1
4181209,20171122,20171117,5,8.46666666666667,1
4181209,20171207,20171204,3,8.0,1
4181209,20171222,20171219,3,8.36842105263158,0
4181209,20180107,20171219,19,8.36842105263158,0
4181209,20180122,20171219,34,8.36842105263158,1
4181209,20180207,20180129,9,10.0,0
4181209,20180222,20180129,24,10.0,1
4181209,20180307,20180307,0,11.047619047619,1
4181209,20180322,20180320,2,10.8695652173913,1
4181209,20180407,20180406,1,10.68,1
4181209,20180422,20180421,1,10.0714285714286,1
4181209,20180507,20180507,0,10.0689655172414,1
4181209,20180522,20180513,9,9.80645161290323,0
4181209,20180607,20180513,25,9.80645161290323,0
4181209,20180622,20180513,40,9.80645161290323,1
4184682,20170722,20170713,9,0.0,0
4184682,20170807,20170713,25,0.0,0
4184682,20170822,20170713,40,0.0,0
4184682,20170907,20170713,56,0.0,0
4184682,20170922,20170713,71,0.0,0
4184682,20171007,20170713,86,0.0,0
4184682,20171022,20170713,101,0.0,0
4184682,20171107,20170713,117,0.0,0
4184682,20171122,20170713,132,0.0,0
4184682,20171207,20170713,147,0.0,0
4184682,20171222,20170713,162,0.0,0
4184682,20180107,20170713,178,0.0,0
4184682,20180122,20170713,193,0.0,1
4184682,20180207,20180204,3,103.0,0
4184682,20180222,20180204,18,103.0,0
4184682,20180307,20180204,31,103.0,0
4184682,20180322,20180204,46,103.0,0
4184682,20180407,20180204,62,103.0,0
4185900,20170807,20170801,6,0.0,1
4185900,20170822,20170815,7,7.0,0
4185900,20170907,20170815,23,7.0,0
4185900,20170922,20170815,38,7.0,0
4185900,20171007,20170815,53,7.0,1
4185900,20171022,20171019,3,15.8,0
4185900,20171107,20171019,19,15.8,0
4185900,20171122,20171019,34,15.8,0
4185900,20171207,20171019,49,15.8,1
4185900,20171222,20171215,7,22.6666666666667,0
4185900,20180107,20171215,23,22.6666666666667,0
4185900,20180122,20171215,38,22.6666666666667,0
4185900,20180207,20171215,54,22.6666666666667,0
4185900,20180222,20171215,69,22.6666666666667,0
4185900,20180307,20171215,82,22.6666666666667,1
4185900,20180322,20180321,1,33.1428571428571,1
4185900,20180407,20180406,1,27.5555555555556,0
4185900,20180422,20180406,16,27.5555555555556,0
4185900,20180507,20180406,31,27.5555555555556,0
4185900,20180522,20180406,46,27.5555555555556,0
4185900,20180607,20180406,62,27.5555555555556,0
4185900,20180622,20180406,77,27.5555555555556,0
4206578,20171007,20170928,9,0.0,1
4206578,20171022,20171020,2,11.0,1
4206578,20171107,20171103,4,12.0,1
4206578,20171122,20171119,3,10.4,1
4206578,20171207,20171130,7,10.5,1
4206578,20171222,20171220,2,10.375,1
4206578,20180107,20180102,5,10.6666666666667,0
4206578,20180122,20180102,20,10.6666666666667,1
4206578,20180207,20180126,12,12.0,1
4206578,20180222,20180219,3,11.0769230769231,0
4206578,20180307,20180219,16,11.0769230769231,1
4206578,20180322,20180320,2,12.3571428571429,1
4206578,20180407,20180330,8,12.2,1
4206578,20180422,20180420,2,10.7368421052632,0
4206578,20180507,20180420,17,10.7368421052632,0
4206578,20180522,20180420,32,10.7368421052632,1
4206578,20180607,20180530,8,11.6190476190476,0
4206578,20180622,20180530,23,11.6190476190476,1
4216913,20171007,20170928,9,0.0,0
4216913,20171022,20170928,24,0.0,1
4216913,20171107,20171104,3,18.5,0
4216913,20171122,20171104,18,18.5,1
4216913,20171207,20171127,10,20.0,0
4216913,20171222,20171127,25,20.0,0
4216913,20180107,20171127,41,20.0,1
4216913,20180122,20180116,6,22.0,1
4216913,20180207,20180131,7,20.8333333333333,1
4216913,20180222,20180218,4,17.875,1
4216913,20180307,20180301,6,17.1111111111111,1
4216913,20180322,20180320,2,17.3,1
4216913,20180407,20180402,5,15.5,1
4216913,20180422,20180417,5,14.3571428571429,1
4216913,20180507,20180506,1,13.75,1
4216913,20180522,20180512,10,13.2941176470588,1
4216913,20180607,20180527,11,12.6842105263158,1
4216913,20180622,20180618,4,12.5238095238095,0
4229253,20170722,20170708,14,0.0,0
4229253,20170807,20170708,30,0.0,1
4229253,20170822,20170808,14,15.5,0
4229253,20170907,20170808,30,15.5,0
4229253,20170922,20170808,45,15.5,0
4229253,20171007,20170808,60,15.5,1
4229253,20171022,20171008,14,30.6666666666667,0
4229253,20171107,20171008,30,30.6666666666667,1
4229253,20171122,20171108,14,30.75,0
4229253,20171207,20171108,29,30.75,1
4229253,20171222,20171209,13,25.6666666666667,0
4229253,20180107,20171209,29,25.6666666666667,0
4229253,20180122,20171209,44,25.6666666666667,1
4229253,20180207,20180131,7,29.5714285714286,1
4229253,20180222,20180218,4,25.0,0
4229253,20180307,20180218,17,25.0,1
4229253,20180322,20180311,11,24.6,1
4229253,20180407,20180405,2,24.6363636363636,1
4229253,20180422,20180414,8,23.3333333333333,0
4229253,20180507,20180414,23,23.3333333333333,0
4229253,20180522,20180414,38,23.3333333333333,1
4229253,20180607,20180605,2,25.5384615384615,0
4229253,20180622,20180605,17,25.5384615384615,0
4234086,20170707,20170706,1,0.0,0
4234086,20170722,20170706,16,0.0,0
4234086,20170807,20170706,32,0.0,1
4234086,20170822,20170819,3,11.0,0
4234086,20170907,20170819,19,11.0,0
4234086,20170922,20170819,34,11.0,0
4234086,20171007,20170819,49,11.0,0
4234086,20171022,20170819,64,11.0,0
4234086,20171107,20170819,80,11.0,0
4234086,20171122,20170819,95,11.0,0
4234086,20171207,20170819,110,11.0,0
4234086,20171222,20170819,125,11.0,0
4234086,20180107,20170819,141,11.0,0
4234086,20180122,20170819,156,11.0,0
4234086,20180207,20170819,172,11.0,1
4234086,20180222,20180214,8,44.6,0
4234086,20180307,20180214,21,44.6,0
4234086,20180322,20180214,36,44.6,1
4234086,20180407,20180327,11,44.0,0
4234086,20180422,20180327,26,44.0,1
4234086,20180507,20180507,0,37.75,1
4234086,20180522,20180517,5,28.6363636363636,1
4234086,20180607,20180528,10,23.2857142857143,0
4234086,20180622,20180528,25,23.2857142857143,0
4245595,20170707,20170705,2,0.0,1
4245595,20170722,20170718,4,4.33333333333333,1
4245595,20170807,20170728,10,3.83333333333333,1
4245595,20170822,20170814,8,5.71428571428571,0
4245595,20170907,20170814,24,5.71428571428571,1
4245595,20170922,20170912,10,7.66666666666667,0
4245595,20171007,20170912,25,7.66666666666667,1
4245595,20171022,20171019,3,10.6,1
4245595,20171107,20171101,6,10.8181818181818,1
4245595,20171122,20171118,4,11.3333333333333,1
4245595,20171207,20171130,7,9.86666666666667,0
4245595,20171222,20171130,22,9.86666666666667,1
4245595,20180107,20171227,11,10.9375,1
4245595,20180122,20180121,1,11.7647058823529,1
4245595,20180207,20180207,0,11.2105263157895,1
4245595,20180222,20180219,3,10.9047619047619,1
4245595,20180307,20180226,9,10.7272727272727,1
